0.00,38.55
1.00,39.65
2.00,40.75
3.00,41.85
4.00,42.95
5.00,44.05
6.00,45.15
7.00,46.25
8.00,47.35
9.00,48.45
10.00,49.55
11.00,50.65
12.00,51.75
13.00,52.85
14.00,53.95
15.00,55.05
16.00,56.15
17.00,57.25
18.00,58.35
19.00,59.45
20.00,60.55
21.00,61.65
22.00,62.75
23.00,63.85
24.00,64.95
25.00,66.05
26.00,67.15
27.00,68.25
28.00,69.35
29.00,70.45
30.00,71.55
31.00,72.65
32.00,73.75
33.00,74.85
34.00,75.95
35.00,77.05
36.00,78.15
37.00,79.25
38.00,80.35
39.00,81.45
40.00,82.55
41.00,83.65
42.00,84.75
43.00,85.85
44.00,86.95
45.00,88.05
46.00,89.15
47.00,90.25
48.00,91.35
49.00,92.45
50.00,93.55
51.00,94.65
52.00,95.75
53.00,96.85
54.00,97.95
55.00,99.05
56.00,100.15
57.00,101.25
58.00,102.35
59.00,103.45
60.00,104.55
61.00,105.65
62.00,106.75
63.00,107.85
64.00,108.95
65.00,110.05
66.00,111.15
67.00,112.25
68.00,113.35
69.00,114.45
70.00,115.55
71.00,116.65
72.00,117.75
73.00,118.85
74.00,119.95
75.00,121.05
76.00,122.15
77.00,123.25
78.00,124.35
79.00,125.45
80.00,126.55
81.00,127.65
82.00,128.75
83.00,129.85
84.00,130.95
85.00,132.05
86.00,133.15
87.00,134.25
88.00,135.35
89.00,136.45
90.00,137.55
91.00,138.65
92.00,139.75
93.00,140.85
94.00,141.95
95.00,143.05
96.00,144.15
97.00,145.25
98.00,146.35
99.00,147.45
