0.00,38.60
1.00,39.75
2.00,40.90
3.00,42.05
4.00,43.20
5.00,44.35
6.00,45.50
7.00,46.65
8.00,47.80
9.00,48.95
10.00,50.10
11.00,51.25
12.00,52.40
13.00,53.55
14.00,54.70
15.00,55.85
16.00,57.00
17.00,58.15
18.00,59.30
19.00,60.45
20.00,61.60
21.00,62.75
22.00,63.90
23.00,65.05
24.00,66.20
25.00,67.35
26.00,68.50
27.00,69.65
28.00,70.80
29.00,71.95
30.00,73.10
31.00,74.25
32.00,75.40
33.00,76.55
34.00,77.70
35.00,78.85
36.00,80.00
37.00,81.15
38.00,82.30
39.00,83.45
40.00,84.60
41.00,85.75
42.00,86.90
43.00,88.05
44.00,89.20
45.00,90.35
46.00,91.50
47.00,92.65
48.00,93.80
49.00,94.95
50.00,96.10
51.00,97.25
52.00,98.40
53.00,99.55
54.00,100.70
55.00,101.85
56.00,103.00
57.00,104.15
58.00,105.30
59.00,106.45
60.00,107.60
61.00,108.75
62.00,109.90
63.00,111.05
64.00,112.20
65.00,113.35
66.00,114.50
67.00,115.65
68.00,116.80
69.00,117.95
70.00,119.10
71.00,120.25
72.00,121.40
73.00,122.55
74.00,123.70
75.00,124.85
76.00,126.00
77.00,127.15
78.00,128.30
79.00,129.45
80.00,130.60
81.00,131.75
82.00,132.90
83.00,134.05
84.00,135.20
85.00,136.35
86.00,137.50
87.00,138.65
88.00,139.80
89.00,140.95
90.00,142.10
91.00,143.25
92.00,144.40
93.00,145.55
94.00,146.70
95.00,147.85
96.00,149.00
97.00,150.15
98.00,151.30
99.00,152.45
